赛别,序号,对手,胜负,球员,出场时间,投篮,三分,罚球,前场,后场,篮板,助攻,犯规,抢断,失误,封盖,得分
常规赛,62,掘金,负,霍福德,19,0/2,0/1,2/2,1,3,4,0,1,0,0,0,2
常规赛,62,掘金,负,蒂尔曼,13,1/2,0/1,0/0,1,3,4,1,0,0,0,0,2
常规赛,62,掘金,负,普理查德,11,0/1,0/1,0/0,0,0,0,0,1,0,0,0,0
常规赛,62,掘金,负,豪瑟,10,2/3,2/3,0/0,0,0,0,1,0,0,0,1,6
常规赛,63,太阳,胜,霍乐迪,36,5/7,3/5,2/2,0,3,3,6,1,2,3,1,15
常规赛,63,太阳,胜,怀特,35,5/8,0/3,0/0,2,3,5,9,3,0,2,1,10
常规赛,63,太阳,胜,塔特姆,42,11/28,5/9,2/2,3,7,10,7,0,1,4,0,29
常规赛,63,太阳,胜,布朗,34,10/21,3/7,4/7,1,2,3,3,1,2,2,0,27
常规赛,63,太阳,胜,霍福德,32,4/12,1/7,0/0,3,9,12,3,4,1,1,0,9
常规赛,63,太阳,胜,普理查德,23,4/6,2/4,0/0,1,1,2,1,0,1,0,0,10
常规赛,63,太阳,胜,科内特,20,6/7,0/0,2/2,3,3,6,0,2,0,0,1,14
常规赛,63,太阳,胜,豪瑟,18,1/5,1/4,0/0,0,2,2,0,0,0,0,1,3
常规赛,63,太阳,胜,戴维森,0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0
常规赛,63,太阳,胜,斯普林格,0,0/0,0/0,0/0,0,0,0,0,1,0,0,0,0
常规赛,64,开拓者,胜,怀特,34,5/14,1/5,0/0,2,4,6,5,3,2,1,3,11
常规赛,64,开拓者,胜,普理查德,30,5/11,1/4,0/0,1,7,8,8,0,0,0,0,11
常规赛,64,开拓者,胜,塔特姆,36,9/23,2/8,6/8,0,5,5,8,0,0,1,0,26
常规赛,64,开拓者,胜,布朗,33,13/29,1/8,0/0,3,3,6,5,3,1,0,0,27
常规赛,64,开拓者,胜,霍福德,30,4/4,3/3,0/0,0,4,4,4,1,1,0,3,11
常规赛,64,开拓者,胜,豪瑟,32,8/12,6/10,0/0,0,2,2,0,0,2,0,1,22
常规赛,64,开拓者,胜,科内特,21,3/3,0/0,0/0,3,2,5,2,0,0,1,2,6
常规赛,64,开拓者,胜,布里塞特,19,1/2,0/1,1/2,4,3,7,1,3,0,0,0,3
常规赛,64,开拓者,胜,戴维森,2,1/1,1/1,0/0,0,1,1,0,1,0,0,0,3
常规赛,64,开拓者,胜,克塔,2,0/1,0/0,1/2,1,0,1,1,0,0,0,1,1
常规赛,64,开拓者,胜,斯普林格,2,0/0,0/0,0/0,0,0,0,0,0,1,0,0,0
常规赛,65,爵士,胜,霍乐迪,38,6/12,2/7,2/2,1,4,5,8,1,2,1,1,16
常规赛,65,爵士,胜,怀特,35,8/17,7/11,1/1,0,6,6,3,3,1,3,3,24
常规赛,65,爵士,胜,豪瑟,34,5/13,4/11,0/0,1,4,5,2,3,1,0,2,14
常规赛,65,爵士,胜,塔特姆,34,13/25,4/10,8/8,2,4,6,2,3,0,3,1,38
常规赛,65,爵士,胜,科内特,28,4/7,0/0,4/4,4,5,9,6,2,0,0,1,12
常规赛,65,爵士,胜,蒂尔曼,27,3/5,1/1,0/0,4,4,8,1,0,1,0,0,7
常规赛,65,爵士,胜,普理查德,25,3/12,2/9,2/2,0,2,2,2,2,0,1,0,10
常规赛,65,爵士,胜,布里塞特,17,1/1,0/0,0/2,2,3,5,1,0,0,0,0,2
常规赛,66,太阳,胜,怀特,33,5/13,3/9,0/0,1,7,8,5,1,2,0,1,13
常规赛,66,太阳,胜,霍乐迪,33,3/5,3/5,0/0,0,0,0,10,1,2,0,2,9
常规赛,66,太阳,胜,布朗,33,14/23,5/9,4/6,0,5,5,3,2,2,1,0,37
常规赛,66,太阳,胜,塔特姆,33,10/18,4/8,2/3,1,4,5,5,3,0,3,0,26
常规赛,66,太阳,胜,霍福德,33,8/14,6/10,2/2,2,1,3,3,1,3,1,1,24
常规赛,66,太阳,胜,豪瑟,23,3/7,2/5,0/0,0,4,4,2,0,1,0,0,8
常规赛,66,太阳,胜,普理查德,19,1/3,1/1,0/0,1,2,3,1,1,1,3,0,3
常规赛,66,太阳,胜,蒂尔曼,18,2/4,1/3,0/0,1,3,4,1,3,0,0,1,5
常规赛,66,太阳,胜,科内特,12,1/2,0/0,0/0,0,1,1,1,1,1,0,0,2
常规赛,66,太阳,胜,布里塞特,3,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0
常规赛,67,奇才,胜,豪瑟,23,10/13,10/13,0/0,0,6,6,1,1,1,0,0,30
常规赛,67,奇才,胜,霍乐迪,22,3/7,1/2,0/0,0,1,1,3,2,1,3,2,7
常规赛,67,奇才,胜,布里塞特,29,1/5,0/3,5/6,3,1,4,2,3,0,1,0,7
常规赛,67,奇才,胜,塔特姆,27,8/17,6/12,8/10,0,6,6,6,1,3,2,1,30
常规赛,67,奇才,胜,霍福德,23,5/7,2/4,2/2,2,2,4,2,3,0,1,0,14
常规赛,67,奇才,胜,普理查德,35,6/15,2/5,0/0,2,3,5,13,0,1,1,0,14
常规赛,67,奇才,胜,米哈伊柳克,23,3/7,3/6,0/0,0,5,5,2,0,0,0,0,9
常规赛,67,奇才,胜,科内特,20,5/9,0/0,4/4,3,3,6,1,1,0,1,2,14
常规赛,67,奇才,胜,斯普林格,16,1/3,0/2,0/0,1,1,2,0,4,1,3,0,2
常规赛,67,奇才,胜,蒂尔曼,15,1/4,0/3,1/2,1,1,2,0,1,2,1,1,3
常规赛,67,奇才,胜,克塔,8,0/0,0/0,0/0,0,2,2,0,1,0,1,0,0
常规赛,68,活塞,胜,普理查德,38,8/14,5/9,2/2,1,1,2,7,1,0,2,0,23
常规赛,68,活塞,胜,怀特,37,8/20,6/12,0/0,0,10,10,10,0,2,3,1,22
常规赛,68,活塞,胜,布朗,30,11/20,3/6,6/8,0,7,7,3,2,1,3,0,31
常规赛,68,活塞,胜,波尔津吉斯,21,7/14,5/9,1/1,1,7,8,1,2,1,0,1,20
常规赛,68,活塞,胜,科内特,28,2/4,0/0,0/0,6,4,10,0,1,2,0,3,4
常规赛,68,活塞,胜,米哈伊柳克,24,2/8,2/8,0/0,0,2,2,2,0,2,1,0,6
常规赛,68,活塞,胜,斯普林格,22,2/5,0/2,2/2,4,0,4,4,2,0,0,2,6
常规赛,68,活塞,胜,布里塞特,19,1/7,1/2,0/0,2,2,4,0,1,0,0,0,3
常规赛,68,活塞,胜,蒂尔曼,17,1/2,0/1,0/0,0,4,4,1,0,0,0,1,2
常规赛,68,活塞,胜,沃尔什,4,1/1,0/0,0/0,1,1,2,2,0,0,0,0,2
常规赛,69,雄鹿,胜,怀特,37,8/17,4/11,3/3,0,5,5,8,5,0,0,2,23
常规赛,69,雄鹿,胜,布朗,37,6/15,2/4,7/10,4,4,8,2,3,1,1,0,21
常规赛,69,雄鹿,胜,塔特姆,39,9/19,4/7,9/10,0,8,8,4,2,3,2,2,31
常规赛,69,雄鹿,胜,霍福德,38,3/3,2/2,0/0,1,3,4,4,2,1,2,1,8
常规赛,69,雄鹿,胜,波尔津吉斯,28,6/16,0/5,5/6,3,0,3,2,3,0,2,0,17
常规赛,69,雄鹿,胜,普理查德,31,7/11,5/8,0/0,2,4,6,3,2,0,1,0,19
常规赛,69,雄鹿,胜,蒂尔曼,14,0/2,0/2,0/0,1,2,3,2,1,1,1,0,0
常规赛,69,雄鹿,胜,科内特,9,0/1,0/0,0/0,0,0,0,0,0,0,0,0,0
常规赛,69,雄鹿,胜,米哈伊柳克,5,1/1,1/1,0/0,0,0,0,0,0,0,0,0,3
常规赛,70,活塞,胜,普理查德,38,8/15,4/9,0/0,0,2,2,9,2,0,1,0,20
常规赛,70,活塞,胜,怀特,36,5/14,1/7,8/9,2,6,8,11,1,0,1,1,19
常规赛,70,活塞,胜,布朗,33,13/19,3/8,4/7,0,4,4,0,1,4,4,0,33
常规赛,70,活塞,胜,蒂尔曼,20,1/2,0/1,0/0,2,2,4,0,1,0,1,0,2
常规赛,70,活塞,胜,波尔津吉斯,26,7/15,2/6,3/4,2,2,4,1,5,3,0,2,19
常规赛,70,活塞,胜,豪瑟,24,5/14,4/11,0/0,0,4,4,1,1,1,0,0,14
常规赛,70,活塞,胜,布里塞特,19,2/2,1/1,1/2,0,2,2,1,1,0,0,1,6
常规赛,70,活塞,胜,科内特,17,1/2,0/0,1/2,1,2,3,4,2,0,0,1,3
常规赛,70,活塞,胜,米哈伊柳克,16,1/1,0/0,1/1,0,2,2,1,0,0,0,0,3
常规赛,70,活塞,胜,戴维森,3,1/1,1/1,0/0,0,0,0,1,0,0,0,0,3
常规赛,70,活塞,胜,克塔,3,2/2,0/0,1/2,1,1,2,2,0,1,0,0,5
常规赛,70,活塞,胜,斯普林格,3,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0
常规赛,70,活塞,胜,沃尔什,3,1/2,0/1,0/0,0,0,0,0,1,0,0,0,2
常规赛,71,公牛,胜,怀特,38,6/14,3/11,2/3,0,3,3,6,1,1,1,0,17
常规赛,71,公牛,胜,豪瑟,32,8/9,7/8,0/0,1,4,5,1,0,2,2,0,23
常规赛,71,公牛,胜,塔特姆,37,8/20,2/7,8/9,1,1,2,6,1,1,5,1,26
常规赛,71,公牛,胜,霍福德,31,8/16,5/10,2/2,2,6,8,1,1,0,2,0,23
常规赛,71,公牛,胜,科内特,31,4/5,0/0,0/0,5,8,13,4,2,0,1,2,8
常规赛,71,公牛,胜,普理查德,34,5/13,2/6,3/3,0,3,3,8,1,1,0,0,15
常规赛,71,公牛,胜,布里塞特,17,3/3,1/1,0/0,3,1,4,0,1,0,1,0,7
常规赛,71,公牛,胜,蒂尔曼,11,1/2,0/1,0/0,0,2,2,2,1,0,0,0,2
常规赛,71,公牛,胜,米哈伊柳克,9,1/4,1/4,0/0,0,1,1,0,1,0,0,0,3
常规赛,72,老鹰,负,塔特姆,39,13/26,2/7,9/11,2,6,8,5,1,2,2,1,37
常规赛,72,老鹰,负,布朗,37,10/22,2/7,2/4,2,2,4,1,3,3,1,0,24
常规赛,72,老鹰,负,霍福德,36,3/5,1/2,0/0,1,8,9,2,1,0,1,1,7
常规赛,72,老鹰,负,豪瑟,27,2/10,2/10,0/0,1,4,5,0,2,2,0,2,6
常规赛,72,老鹰,负,波尔津吉斯,34,7/14,1/4,2/2,5,0,5,2,3,0,3,3,17
常规赛,72,老鹰,负,普理查德,28,7/12,1/5,0/2,1,4,5,6,3,0,0,0,15
常规赛,72,老鹰,负,米哈伊柳克,11,2/2,2/2,0/0,0,0,0,3,0,0,0,0,6
常规赛,72,老鹰,负,布里塞特,11,0/0,0/0,0/0,0,1,1,2,1,0,0,0,0
常规赛,72,老鹰,负,科内特,10,2/2,0/0,0/0,0,0,0,0,0,0,0,0,4
常规赛,72,老鹰,负,斯普林格,8,1/2,0/1,0/0,0,1,1,0,2,0,0,1,2
常规赛,73,老鹰,负,怀特,41,8/11,5/6,1/1,2,5,7,5,3,1,3,0,22
常规赛,73,老鹰,负,霍乐迪,37,5/11,3/6,0/0,1,6,7,5,1,1,0,1,13
常规赛,73,老鹰,负,塔特姆,45,9/22,2/7,11/13,3,10,13,6,3,0,2,0,31
常规赛,73,老鹰,负,布朗,39,9/17,0/3,0/0,0,1,1,4,3,2,3,2,18
常规赛,73,老鹰,负,波尔津吉斯,41,8/20,2/7,2/3,2,5,7,2,3,1,3,3,20
常规赛,73,老鹰,负,豪瑟,23,3/6,2/4,0/0,0,2,2,3,1,0,0,0,8
常规赛,73,老鹰,负,普理查德,19,1/3,0/1,2/2,0,1,1,2,1,1,1,0,4
常规赛,73,老鹰,负,科内特,13,1/1,0/0,2/2,1,2,3,0,0,1,0,0,4
常规赛,73,老鹰,负,蒂尔曼,9,1/3,0/2,0/0,0,2,2,1,0,0,0,0,2
常规赛,74,鹈鹕,胜,霍乐迪,35,5/10,3/6,0/0,1,7,8,7,2,2,3,1,13
常规赛,74,鹈鹕,胜,怀特,32,5/9,3/7,2/2,1,2,3,3,1,0,0,0,15
常规赛,74,鹈鹕,胜,塔特姆,35,10/17,3/6,0/0,1,8,9,4,1,0,4,0,23
常规赛,74,鹈鹕,胜,布朗,35,6/16,3/4,2/2,2,5,7,6,2,1,2,1,17
常规赛,74,鹈鹕,胜,波尔津吉斯,31,6/14,1/6,6/6,0,10,10,3,4,2,2,4,19
常规赛,74,鹈鹕,胜,霍福德,30,4/7,1/3,0/0,0,6,6,2,1,1,0,1,9
常规赛,74,鹈鹕,胜,普理查德,17,1/3,0/2,0/0,2,1,3,0,1,0,1,0,2
常规赛,74,鹈鹕,胜,豪瑟,14,1/3,1/3,0/0,0,3,3,1,1,1,0,0,3
常规赛,74,鹈鹕,胜,蒂尔曼,10,1/3,0/0,1/2,1,1,2,1,0,0,0,0,3
常规赛,75,黄蜂,胜,怀特,36,7/15,4/10,1/1,2,7,9,5,3,0,2,1,19
常规赛,75,黄蜂,胜,霍乐迪,30,1/11,0/8,0/0,1,4,5,2,2,0,1,0,2
常规赛,75,黄蜂,胜,塔特姆,34,9/19,4/10,3/3,0,10,10,4,2,2,4,1,25
常规赛,75,黄蜂,胜,霍福德,25,6/11,3/6,0/0,3,2,5,3,0,0,0,0,15
常规赛,75,黄蜂,胜,波尔津吉斯,30,6/10,1/3,7/8,2,5,7,5,1,0,1,1,20
常规赛,75,黄蜂,胜,普理查德,28,3/7,0/4,1/2,1,2,3,5,4,0,1,0,7
常规赛,75,黄蜂,胜,豪瑟,24,9/13,7/11,0/0,1,4,5,0,2,0,1,0,25
常规赛,75,黄蜂,胜,布里塞特,13,0/1,0/1,1/2,0,2,2,2,0,0,0,0,1
常规赛,75,黄蜂,胜,科内特,13,2/2,0/0,0/0,1,3,4,1,0,1,0,0,4
常规赛,75,黄蜂,胜,蒂尔曼,5,0/0,0/0,0/0,0,1,1,1,1,0,0,0,0
常规赛,75,黄蜂,胜,米哈伊柳克,1,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0
常规赛,76,雷霆,胜,霍乐迪,32,5/9,2/6,0/0,1,6,7,4,1,0,3,1,12
常规赛,76,雷霆,胜,怀特,31,2/5,2/4,2/2,0,1,1,6,4,1,0,1,8
常规赛,76,雷霆,胜,布朗,33,9/20,3/9,2/3,1,6,7,4,4,1,5,2,23
常规赛,76,雷霆,胜,塔特姆,29,7/15,2/5,8/8,3,4,7,3,2,1,0,0,24
常规赛,76,雷霆,胜,波尔津吉斯,31,11/14,3/3,2/2,3,9,12,4,3,1,0,5,27
常规赛,76,雷霆,胜,普理查德,28,4/10,1/4,2/2,1,3,4,8,0,2,0,0,11
常规赛,76,雷霆,胜,霍福德,25,7/10,2/4,0/0,2,2,4,2,1,0,2,1,16
常规赛,76,雷霆,胜,豪瑟,22,4/8,2/5,0/0,0,2,2,0,3,0,0,0,10
常规赛,76,雷霆,胜,米哈伊柳克,4,0/0,0/0,0/0,0,0,0,2,0,0,0,0,0
常规赛,76,雷霆,胜,科内特,4,1/1,0/0,0/0,0,1,1,0,0,1,0,0,2
常规赛,76,雷霆,胜,布里塞特,3,0/0,0/0,2/2,0,1,1,0,0,0,0,0,2
常规赛,77,国王,胜,豪瑟,36,1/18,1/13,0/0,1,6,7,3,1,1,0,0,3
常规赛,77,国王,胜,霍乐迪,31,5/8,0/2,0/0,1,3,4,7,0,0,1,0,10
常规赛,77,国王,胜,塔特姆,32,5/15,1/6,6/8,0,6,6,5,0,0,3,0,17
常规赛,77,国王,胜,霍福德,20,3/7,1/5,1/2,0,6,6,1,0,0,0,1,8
常规赛,77,国王,胜,波尔津吉斯,24,7/10,2/2,4/4,1,10,11,2,3,2,1,1,20
常规赛,77,国王,胜,普理查德,33,8/16,5/10,0/0,1,0,1,3,3,2,1,0,21
常规赛,77,国王,胜,蒂尔曼,19,4/7,1/3,0/0,1,3,4,2,0,0,0,0,9
常规赛,77,国王,胜,科内特,18,3/4,0/0,0/0,2,3,5,1,1,1,0,2,6
常规赛,77,国王,胜,米哈伊柳克,12,2/3,1/2,0/0,1,1,2,1,0,0,0,0,5
常规赛,77,国王,胜,布里塞特,7,0/0,0/0,2/4,3,1,4,0,2,0,1,0,2
常规赛,77,国王,胜,沃尔什,6,0/1,0/1,0/0,1,0,1,0,1,0,0,0,0
常规赛,78,开拓者,胜,怀特,31,5/13,3/10,2/2,0,1,1,9,1,1,2,0,15
常规赛,78,开拓者,胜,霍乐迪,21,5/8,2/3,0/0,0,1,1,2,1,0,0,0,12
常规赛,78,开拓者,胜,布朗,30,10/17,3/5,3/3,0,4,4,2,2,1,2,1,26
常规赛,78,开拓者,胜,霍福德,21,3/6,1/4,0/0,1,5,6,3,0,1,1,0,7
常规赛,78,开拓者,胜,波尔津吉斯,27,3/7,1/3,5/8,1,9,10,2,1,3,2,5,12
常规赛,78,开拓者,胜,豪瑟,27,4/6,2/4,0/0,0,2,2,3,3,1,0,0,10
常规赛,78,开拓者,胜,普理查德,26,9/13,2/4,0/0,0,3,3,8,1,1,2,0,20
常规赛,78,开拓者,胜,科内特,19,1/1,0/0,0/0,3,2,5,1,0,0,0,0,2
常规赛,78,开拓者,胜,蒂尔曼,17,4/7,1/2,0/0,0,5,5,1,0,1,0,2,9
常规赛,78,开拓者,胜,米哈伊柳克,12,2/4,1/2,0/0,0,2,2,2,2,0,1,0,5
常规赛,78,开拓者,胜,布里塞特,9,3/5,0/1,0/0,0,1,1,1,1,1,1,0,6
常规赛,78,开拓者,胜,斯普林格,1,0/0,0/0,0/0,0,0,0,0,0,1,1,0,0
常规赛,79,雄鹿,负,霍乐迪,32,5/13,2/6,0/0,3,4,7,5,0,1,2,1,12
常规赛,79,雄鹿,负,怀特,31,3/10,3/9,0/0,1,3,4,3,1,2,1,0,9
常规赛,79,雄鹿,负,塔特姆,37,9/19,4/9,0/0,0,5,5,6,1,0,2,1,22
常规赛,79,雄鹿,负,布朗,36,7/19,0/6,0/0,4,6,10,3,3,4,5,0,14
常规赛,79,雄鹿,负,蒂尔曼,18,2/7,2/5,0/0,0,0,0,2,1,1,0,2,6
常规赛,79,雄鹿,负,豪瑟,28,3/8,2/6,0/0,2,3,5,2,0,2,1,0,8
常规赛,79,雄鹿,负,普理查德,24,2/9,2/8,0/0,0,2,2,3,0,1,1,0,6
常规赛,79,雄鹿,负,科内特,21,3/3,1/1,0/0,1,1,2,1,1,0,0,0,7
常规赛,79,雄鹿,负,米哈伊柳克,7,2/2,1/1,0/0,0,1,1,1,0,0,0,0,5
常规赛,79,雄鹿,负,布里塞特,7,1/3,0/1,0/0,1,1,2,1,1,0,0,0,2
常规赛,80,尼克斯,负,霍乐迪,29,3/7,1/4,0/0,1,4,5,1,2,1,2,2,7
常规赛,80,尼克斯,负,怀特,29,1/5,0/3,0/0,0,2,2,2,3,1,1,1,2
常规赛,80,尼克斯,负,塔特姆,32,5/13,1/7,7/9,1,3,4,7,3,2,2,1,18
常规赛,80,尼克斯,负,布朗,29,6/15,1/5,2/3,1,1,2,1,3,0,3,2,15
常规赛,80,尼克斯,负,波尔津吉斯,25,5/12,2/5,2/2,2,6,8,1,2,0,1,2,14
常规赛,80,尼克斯,负,豪瑟,22,5/8,3/5,2/2,1,3,4,3,0,0,0,1,15
常规赛,80,尼克斯,负,普理查德,21,7/13,2/4,0/0,2,2,4,6,0,0,0,0,16
常规赛,80,尼克斯,负,霍福德,16,2/3,2/3,0/0,0,2,2,1,2,1,1,2,6
常规赛,80,尼克斯,负,斯普林格,13,1/2,1/2,0/0,0,1,1,0,1,2,1,0,3
常规赛,80,尼克斯,负,米哈伊柳克,13,3/5,3/4,0/0,1,1,2,2,0,0,0,0,9
常规赛,80,尼克斯,负,科内特,7,1/2,0/0,0/0,1,1,2,0,0,0,1,1,2
常规赛,80,尼克斯,负,蒂尔曼,6,1/1,0/0,0/0,0,0,0,1,0,0,0,0,2
常规赛,81,黄蜂,胜,普理查德,31,14/22,3/8,0/0,0,3,3,11,2,1,2,0,31
常规赛,81,黄蜂,胜,斯普林格,25,4/6,0/0,3/4,0,6,6,4,3,3,1,0,11
常规赛,81,黄蜂,胜,米哈伊柳克,34,2/13,2/11,2/2,0,3,3,0,2,1,1,0,8
常规赛,81,黄蜂,胜,豪瑟,30,6/17,4/13,0/0,0,4,4,2,0,0,0,0,16
常规赛,81,黄蜂,胜,科内特,25,7/10,0/0,2/2,3,7,10,3,3,0,0,0,16
常规赛,81,黄蜂,胜,沃尔什,20,3/4,2/3,0/0,1,2,3,0,3,1,0,0,8
常规赛,81,黄蜂,胜,克塔,18,8/10,0/0,0/0,4,2,6,5,2,2,0,0,16
常规赛,81,黄蜂,胜,戴维森,17,3/7,1/3,0/0,1,3,4,7,1,0,1,1,7
常规赛,81,黄蜂,胜,布里塞特,15,3/8,0/0,2/5,6,5,11,1,1,1,0,0,8
常规赛,81,黄蜂,胜,蒂尔曼,13,1/3,0/0,0/0,1,2,3,1,3,2,1,0,2
常规赛,81,黄蜂,胜,彼得森,12,3/4,2/3,0/0,0,0,0,0,0,1,0,0,8
常规赛,82,奇才,胜,普理查德,44,15/21,4/6,4/4,1,8,9,12,3,0,2,0,38
常规赛,82,奇才,胜,米哈伊柳克,37,10/13,6/8,0/0,1,4,5,5,2,0,1,1,26
常规赛,82,奇才,胜,豪瑟,35,6/20,4/11,0/0,1,4,5,2,1,2,0,1,16
常规赛,82,奇才,胜,沃尔什,17,0/2,0/1,1/2,0,3,3,1,1,2,1,0,1
常规赛,82,奇才,胜,科内特,27,4/5,0/0,3/3,3,5,8,5,0,0,0,3,11
常规赛,82,奇才,胜,斯普林格,20,2/4,1/2,2/2,0,2,2,0,2,3,1,1,7
常规赛,82,奇才,胜,克塔,19,8/11,0/0,3/4,3,6,9,1,2,0,3,6,19
常规赛,82,奇才,胜,布里塞特,16,2/6,0/1,0/3,0,2,2,1,0,1,3,3,4
常规赛,82,奇才,胜,戴维森,10,0/2,0/1,1/2,0,3,3,2,2,1,1,0,1
常规赛,82,奇才,胜,彼得森,8,0/1,0/1,0/0,0,1,1,0,0,1,1,0,0
常规赛,82,奇才,胜,蒂尔曼,6,4/4,1/1,0/1,1,0,1,0,0,0,1,0,9
